term,sub_grade,grade,emp_length,issue_y,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,loan_status
36 months,A5,A,6 years,15,67.3,7.89,625.72,91232,13.25,7325,100,2,145000,20000,Fully Paid
36 months,A5,A,9 years,15,69.1,7.89,438,189045,15,26173,100,4,60000,14000,Fully Paid
36 months,C1,C,1 year,15,42,12.29,400.24,20500,1.03,1230,100,4,248000,12000,Fully Paid
36 months,A4,A,< 1 year,15,52.1,6.92,493.45,77900,19.16,4676,100,1,55000,16000,Fully Paid
36 months,D1,D,1 year,15,51.2,15.61,299.83,161090,28.81,21717,100,2,38000,8575,Fully Paid
60 months,D5,D,10+ years,15,59.5,17.86,640.53,69081,26.36,2886,100,8,55000,25300,Fully Paid
36 months,A2,A,,15,42.1,6.24,457.97,206676,23.43,19563,100,5,48000,15000,Fully Paid
60 months,D4,D,10+ years,15,31.2,17.57,377.41,54709,19.38,1692,100,6,40000,15000,Late (31-120 days)
36 months,B3,B,7 years,15,25.5,9.99,548.47,332790,6.56,26635,100,3,78000,17000,Fully Paid
36 months,A3,A,10+ years,15,64,6.89,385.34,185889,30.71,5819,100,7,106000,12500,Fully Paid
36 months,B5,B,10+ years,15,70,11.53,494.86,58748,19.78,4924,100,2,60000,15000,Charged Off
36 months,A1,A,10+ years,15,19.9,5.32,361.38,79900,27.41,3964,100,4,50000,12000,Fully Paid
36 months,A2,A,8 years,15,14.8,6.24,76.33,316168,6.52,53820,100,2,55000,2500,Fully Paid
36 months,A5,A,7 years,15,50.3,7.89,782.15,260783,11.61,16167,100,5,100000,25000,Fully Paid
36 months,B3,B,10+ years,15,56,9.99,193.58,129740,20.11,12036,100,1,27872,6000,Fully Paid
36 months,C5,C,10+ years,15,93.2,14.48,893.84,843810,32.8,34195,100,9,268000,25975,Fully Paid
36 months,D3,D,< 1 year,15,51.1,16.99,570.37,108216,29.58,4459,100,6,60000,16000,Fully Paid
60 months,B4,B,10+ years,15,13.6,10.99,543.44,67211,13.63,1924,100,11,65000,25000,Fully Paid
60 months,C3,C,3 years,15,54.1,13.33,340.98,487723,11.88,32986,100,8,75000,14875,Fully Paid
60 months,E5,E,8 years,15,74,20.99,476.05,80189,21.19,4274,100,4,44000,17600,Fully Paid
36 months,B4,B,< 1 year,15,39.3,10.99,523.75,79140,31.5,4931,100,3,37000,16000,Fully Paid
36 months,A4,A,8 years,15,51.3,6.92,370.09,242187,16.03,22026,100,4,61000,12000,Fully Paid
36 months,C2,C,2 years,15,97,12.99,539.03,171644,17.39,15653,100,3,43000,16000,Fully Paid
60 months,D5,D,4 years,15,74.1,17.86,607.62,262682,13.34,11752,100,4,85000,24000,Fully Paid
36 months,C3,C,2 years,15,46.9,13.33,270.83,171427,19.99,12684,100,11,65000,8000,Fully Paid
36 months,B4,B,< 1 year,15,26.8,10.99,196.41,283613,12.16,52888,100,2,60000,6000,Charged Off
60 months,B4,B,10+ years,15,14.5,10.64,431.27,58143,7.2,4976,100,4,86000,20000,Fully Paid
60 months,C4,C,3 years,15,62.6,13.99,362.91,249600,36.2,9688,100,3,55000,15600,Charged Off
60 months,C2,C,10+ years,15,49.3,12.69,327.63,224167,26.67,12794,100,4,66000,14500,Fully Paid
36 months,B1,B,4 years,15,79.9,8.18,276.5,244082,13.88,35437,100,3,25600,8800,Fully Paid
60 months,C5,C,< 1 year,15,92.2,14.65,708.2,19000,5.87,2921,100,0,100000,30000,Fully Paid
36 months,B4,B,10+ years,15,95,10.99,523.75,50129,24.05,4589,100,8,95000,16000,Fully Paid
36 months,C1,C,3 years,15,21.3,12.29,333.53,32000,5.18,1134,100,2,35000,10000,Fully Paid
36 months,C1,C,1 year,15,41.7,12.29,183.45,21700,30.79,1130,100,2,11000,5500,Fully Paid
36 months,B3,B,4 years,15,83.2,10.49,892.07,230668,24.3,15376,100,0,55000,27450,Fully Paid
60 months,F2,F,10+ years,15,62.4,23.99,479.61,152975,20.06,13138,100,2,38000,16675,Fully Paid
36 months,C1,C,3 years,15,35.6,12.29,480.29,410506,17.82,25945,100,8,111500,14400,Fully Paid
36 months,A3,A,10+ years,15,24.1,6.68,516.29,358144,26.62,34173,100,2,71000,16800,Fully Paid
36 months,B1,B,< 1 year,15,42.8,8.18,329.91,88265,26.06,4092,100,1,35000,10500,Fully Paid
60 months,E3,E,< 1 year,15,53.6,19.52,498.33,180791,14.4,19968,100,4,50000,19000,Fully Paid
60 months,C2,C,2 years,15,21.6,12.69,248.55,47500,9.3,856,100,7,38000,11000,Fully Paid
60 months,C4,C,10+ years,15,57.2,13.99,279.16,72600,12.93,8311,100,2,74880,12000,Fully Paid
60 months,C3,C,< 1 year,15,39.1,13.33,504.3,365200,4.88,25680,100,0,60000,22000,Fully Paid
60 months,B1,B,10+ years,15,2.7,8.38,306.89,247496,32.96,16515,100,6,130000,15000,Charged Off
36 months,C1,C,10+ years,15,83.1,12.29,333.53,619634,18.75,64840,100,2,180000,10000,Fully Paid
36 months,B4,B,10+ years,15,47.9,10.99,245.51,260975,31.83,10388,100,8,67500,7500,Fully Paid
36 months,A1,A,10+ years,15,19,5.32,843.22,563252,8.75,38982,100,1,156000,28000,Fully Paid
60 months,C4,C,7 years,15,77.9,13.99,558.32,162005,30.35,5444,100,5,80000,24000,Fully Paid
60 months,C4,C,2 years,15,37.5,13.99,628.11,356100,19.74,20782,100,9,64000,27000,Fully Paid
36 months,A5,A,< 1 year,15,54.1,7.89,722.7,88096,10.69,7326,100,4,180000,23100,Fully Paid
60 months,B3,B,10+ years,15,65.1,9.99,339.88,60300,17.81,3270,100,1,44000,16000,Fully Paid
36 months,B4,B,6 years,15,44.6,10.99,654.68,110331,21.39,7146,100,1,40000,20000,Fully Paid
36 months,B2,B,6 years,15,50.7,9.17,334.73,110219,5.42,10054,53,1,75000,10500,Fully Paid
36 months,A1,A,4 years,15,7.2,5.32,165.64,142901,20.26,8066,25,5,30451,5500,Fully Paid
60 months,B3,B,10+ years,15,69.4,9.99,297.39,256357,15.82,22101,100,2,114000,14000,Charged Off
36 months,A2,A,6 years,15,65.2,6.39,153,65697,23.79,3325,100,2,96000,5000,Fully Paid
60 months,B3,B,3 years,15,3.5,9.99,743.48,467345,30.99,22489,100,7,150000,35000,Charged Off
36 months,B3,B,10+ years,15,47.4,9.99,459.75,176000,16.03,10880,100,3,31000,14250,Fully Paid
36 months,D2,D,8 years,15,76.5,15.99,806.75,44400,25.67,3774,100,0,46000,22950,Fully Paid
60 months,C3,C,6 years,15,36.6,13.18,438.64,44325,18.36,2236,100,4,58562,19200,Fully Paid
36 months,A1,A,10+ years,15,52.9,5.32,722.76,117847,20.11,6065,100,6,65000,24000,Fully Paid
60 months,C3,C,7 years,15,68.1,13.18,328.98,33870,18.53,1647,100,6,45000,14400,Charged Off
60 months,C1,C,< 1 year,15,77.2,12.29,333.63,254719,18.73,28398,100,1,48000,14900,Charged Off
36 months,A3,A,10+ years,15,29.9,6.89,585.71,58600,8.27,2507,100,2,56000,19000,Fully Paid
36 months,C5,C,10+ years,15,42.1,14.65,1207.3,432383,13.2,36268,100,6,95000,35000,Fully Paid
36 months,A5,A,10+ years,15,50.7,7.89,1095,330683,21.68,20843,100,5,135000,35000,Fully Paid
36 months,B3,B,6 years,15,95.3,9.99,871.09,496848,17.8,121659,100,3,91000,27000,Fully Paid
36 months,C2,C,4 years,15,95.4,12.59,401.97,133369,12.01,23814,95,2,35000,12000,Fully Paid
36 months,B2,B,7 years,15,92.3,9.17,382.55,381547,15.77,22669,100,0,69000,12000,Fully Paid
60 months,E4,E,4 years,15,70.6,19.99,349.65,203391,26.1,12895,100,10,50900,13200,Charged Off
60 months,C3,C,< 1 year,15,73.1,13.33,309.46,76881,33.49,5405,100,5,57000,13500,Fully Paid
60 months,B4,B,6 years,15,87.5,11.44,527.1,48687,14.71,3277,100,3,92000,24000,Fully Paid
60 months,B4,B,10+ years,15,38.7,10.99,261.94,95127,21.49,3704,100,4,54000,12050,Charged Off
36 months,B1,B,< 1 year,15,27.2,8.18,314.2,366016,23.73,26625,100,7,67000,10000,Charged Off
36 months,A1,A,4 years,15,29.1,5.32,180.69,437772,8.61,46490,100,0,120000,6000,Fully Paid
36 months,A3,A,4 years,15,41.7,6.89,345.27,224871,17.5,20871,100,1,60000,11200,Fully Paid
60 months,B1,B,< 1 year,15,45.6,8.38,589.22,199345,21.4,16013,100,2,114000,28800,Fully Paid
60 months,B2,B,8 years,15,63,9.17,521.03,451666,7.54,36005,100,3,220000,25000,Fully Paid
36 months,B1,B,3 years,15,53,8.18,263.93,94738,25.76,7896,100,7,80000,8400,Fully Paid
60 months,A5,A,10+ years,15,18,7.89,505.6,588819,10.06,34336,100,5,99500,25000,Fully Paid
36 months,A5,A,5 years,15,47.1,7.89,969.86,311051,29.35,9044,100,9,1750000,31000,Fully Paid
36 months,B2,B,,15,53.2,9.17,127.52,9100,8.92,968,100,4,19500,4000,Fully Paid
36 months,A2,A,3 years,15,39.4,6.24,366.37,209158,26.49,20514,100,4,42500,12000,Fully Paid
60 months,F4,F,2 years,15,60.7,24.99,366.09,212485,39.35,11220,100,7,39000,12475,Charged Off
36 months,B2,B,7 years,15,34.1,9.17,204.03,25300,2.99,575,100,4,99000,6400,Fully Paid
60 months,C5,C,10+ years,15,70.8,14.65,264.4,237145,27.54,12821,100,4,67200,11200,Fully Paid
60 months,E2,E,6 years,15,59.3,18.55,450.93,279432,37.13,16627,100,3,65000,17550,Charged Off
36 months,B3,B,7 years,15,61,9.99,516.2,149057,15.6,7284,100,5,51000,16000,Fully Paid
60 months,C3,C,1 year,15,82.5,13.33,573.06,255002,7.66,23819,100,4,110000,25000,Charged Off
36 months,A4,A,,15,13.6,7.26,154.99,223234,17.04,5602,100,8,36000,5000,Fully Paid
36 months,A4,A,10+ years,15,39.8,6.92,370.09,64995,18.61,1782,100,7,53000,12000,Fully Paid
36 months,B2,B,2 years,15,38.8,9.17,239.1,23000,13.05,1786,100,2,24000,7500,Fully Paid
36 months,C1,C,1 year,15,60.2,12.29,200.12,19300,17,968,100,7,30000,6000,Charged Off
36 months,B1,B,8 years,15,98.9,8.18,345.62,33969,6.08,5292,100,2,85000,11000,Fully Paid
36 months,D1,D,,15,62.6,15.61,251.75,23167,16.83,2172,100,6,36000,7200,Charged Off
36 months,C3,C,7 years,15,87,13.66,510.2,128316,16.04,13163,100,2,150000,15000,Charged Off
60 months,C5,C,10+ years,15,65.1,14.33,703.2,23321,7.83,1891,100,1,65000,30000,Fully Paid
36 months,C3,C,< 1 year,15,52.6,13.66,318.02,39233,14.43,3089,100,3,72000,9350,Charged Off
36 months,B2,B,,15,73,9.17,239.1,100690,31.5,13437,100,4,68000,7500,Charged Off
36 months,D3,D,4 years,15,40,16.99,614.04,86181,30.55,1866,100,2,41020,17225,Fully Paid
36 months,B4,B,8 years,15,81.7,11.44,922.53,240477,22.39,40310,100,1,105000,28000,Fully Paid
60 months,E2,E,,15,40.5,18.55,308.33,38745,24.91,880,100,12,42000,12000,Charged Off
36 months,A5,A,4 years,15,37.9,7.89,344.15,219645,23.98,18901,100,5,50000,11000,Charged Off
36 months,A4,A,10+ years,15,63.4,7.26,929.89,76508,17.97,17329,100,0,89000,30000,Fully Paid
60 months,D1,D,6 years,15,77.1,15.61,482.23,102179,30.05,4256,100,7,55000,20000,Charged Off
36 months,B2,B,10+ years,15,68.1,9.49,640.57,256980,26.96,17188,100,4,107000,20000,Fully Paid
36 months,A5,A,2 years,15,49.9,7.89,193.98,48763,14.38,5162,100,3,58000,6200,Fully Paid
36 months,A5,A,4 years,15,81.1,7.89,563.15,48299,24.77,3303,100,3,50000,18000,Charged Off
60 months,B3,B,10+ years,15,70.7,9.99,361.12,132805,29.09,11625,100,5,45000,17000,Fully Paid
36 months,C2,C,< 1 year,15,51.3,12.59,391.08,135708,4.18,30998,100,2,150000,11675,Charged Off
60 months,D4,D,2 years,15,95.4,17.57,452.89,169610,25.6,11411,100,12,59488,18000,Fully Paid
36 months,A4,A,3 years,15,64.3,7.26,619.93,342663,13.79,31604,100,4,99000,20000,Fully Paid
60 months,B3,B,10+ years,15,66.6,9.99,531.06,236900,10.11,16438,100,4,80000,25000,Fully Paid
36 months,D3,D,2 years,15,69.4,16.99,458.97,36184,31.62,2323,100,3,28000,12875,Fully Paid
36 months,B1,B,8 years,15,40.4,8.18,314.2,136000,5.64,10077,100,5,70000,10000,Fully Paid
36 months,B5,B,< 1 year,15,47.6,11.53,254.03,53592,20.14,7165,100,5,43200,7700,Fully Paid
36 months,A2,A,,15,58,6.24,198.46,26100,21.71,3028,58,3,16308,6500,Charged Off
36 months,C1,C,< 1 year,15,97.2,12.29,200.12,25479,10.7,3676,100,2,67600,6000,Fully Paid
36 months,B3,B,< 1 year,15,57.9,9.99,225.84,56100,23.3,2266,100,6,40000,7000,Fully Paid
36 months,B4,B,10+ years,15,92.1,10.99,392.81,21300,19.27,3923,100,1,35000,12000,Fully Paid
36 months,C2,C,1 year,15,46.9,12.69,268.36,60541,28.22,4013,100,5,41000,8000,Charged Off
36 months,C4,C,6 years,15,54.7,13.99,999.56,396033,26.75,46397,100,4,85000,29250,Fully Paid
36 months,C1,C,2 years,15,72.8,12.29,667.06,204085,20.27,12588,100,5,83000,20000,Fully Paid
36 months,A1,A,4 years,15,24.1,5.32,192.74,64790,22.73,1542,100,3,50000,6400,Fully Paid
60 months,C3,C,10+ years,15,90.8,13.33,641.83,287943,19.28,36190,100,3,63000,28000,Fully Paid
36 months,B4,B,,15,50.7,10.99,81.84,104833,21.64,12986,100,3,35500,2500,Fully Paid
36 months,B5,B,10+ years,15,72.3,11.53,494.86,291715,28.69,23961,100,3,74880,15000,Fully Paid
60 months,F2,F,6 years,15,54.4,22.99,422.78,51363,20.52,3786,100,5,46560,15000,Fully Paid
36 months,C4,C,2 years,15,35.3,13.99,1025.19,228250,12.39,11428,48,4,95000,30000,Fully Paid
36 months,C1,C,10+ years,15,53.1,12.05,930.67,281390,32.67,10125,100,3,82000,28000,Fully Paid
36 months,B4,B,< 1 year,15,47.1,10.78,750.6,229006,29.5,9197,60,1,50000,23000,Fully Paid
36 months,C1,C,4 years,15,34.7,12.29,346.88,321783,17.95,7016,100,13,73829,10400,Fully Paid
36 months,B3,B,2 years,15,64.7,9.99,232.29,99424,7.92,11687,100,5,35000,7200,Fully Paid
36 months,A3,A,5 years,15,23.9,6.99,463.09,54100,16.45,1159,100,5,46000,15000,Fully Paid
60 months,C1,C,10+ years,15,83.9,12.29,335.87,31081,16.35,3818,100,2,50000,15000,Charged Off
36 months,B5,B,10+ years,15,35.1,11.99,265.68,155156,24.44,7076,100,6,50000,8000,Fully Paid
60 months,C4,C,< 1 year,15,61.8,13.67,646.74,162878,20.1,11013,100,3,75000,28000,Fully Paid
60 months,E1,E,10+ years,15,60.1,18.25,490.17,56491,20.23,3838,100,9,68000,19200,Charged Off
36 months,B3,B,9 years,15,63,9.99,80.66,29660,11.9,3294,100,4,70000,2500,Fully Paid
36 months,C2,C,6 years,15,33.8,12.69,805.08,207347,34.49,11019,100,5,50000,24000,Charged Off
36 months,C3,C,9 years,15,93.6,13.33,338.54,151994,23.67,10605,100,10,65000,10000,Charged Off
36 months,D4,D,1 year,15,93.4,17.57,215.63,45424,33.78,3506,100,5,40000,6000,Charged Off
36 months,A2,A,4 years,15,32,6.39,171.36,235630,18.28,20430,100,7,51150,5600,Fully Paid
36 months,A2,A,,15,7.1,6.24,35.12,69118,22.12,579,100,2,30000,1150,Fully Paid
36 months,A5,A,6 years,15,59.8,7.89,531.86,80332,15.73,5399,100,4,100000,17000,Fully Paid
36 months,C2,C,5 years,15,91.8,12.69,590.39,99338,23.54,4867,100,10,49614.84,17600,Fully Paid
36 months,C1,C,10+ years,15,55.2,12.29,333.53,59701,14.49,4173,100,8,86000,10000,Fully Paid
36 months,B5,B,< 1 year,15,69.6,11.53,164.96,33167,11.84,3464,100,7,60000,5000,Fully Paid
36 months,A2,A,3 years,15,61.1,6.24,152.66,61734,14.89,7896,100,3,70000,5000,Fully Paid
36 months,B2,B,10+ years,15,78,9.17,414.43,121986,34.66,6148,100,5,85000,13000,Fully Paid
60 months,E3,E,10+ years,15,71.4,19.19,311.25,382749,27.38,32931,100,6,64000,11950,Charged Off
36 months,B4,B,10+ years,15,68.8,10.99,654.68,45007,12.49,2588,100,4,90000,20000,Fully Paid
60 months,B1,B,10+ years,15,38.6,8.18,488.71,269865,19.91,16639,100,4,85000,24000,Charged Off
36 months,A5,A,2 years,15,24.8,7.89,156.43,65005,31.91,2437,100,4,42000,5000,Fully Paid
36 months,C5,C,3 years,15,95.1,14.65,862.36,299972,14.86,47515,100,4,120000,25000,Charged Off
60 months,D1,D,8 years,15,84.5,15.59,843.53,185542,27.72,16326,100,3,82000,35000,Charged Off
36 months,B2,B,5 years,15,62.6,9.17,765.1,60200,12.39,3965,100,1,90000,24000,Fully Paid
36 months,C4,C,,15,95.8,13.99,337.46,13414,18.15,1839,100,0,26000,9875,Fully Paid
60 months,E3,E,5 years,15,69.2,19.19,911.59,146999,37.44,6994,100,5,85000,35000,Fully Paid
36 months,A2,A,< 1 year,15,65,6.49,858.05,67658,8.37,4652,100,0,180000,28000,Fully Paid
36 months,C1,C,2 years,15,81.6,12.29,400.24,75015,18.85,12064,100,1,53000,12000,Fully Paid
60 months,B2,B,2 years,15,56.3,9.49,576.37,349813,17.24,19774,100,4,160000,27450,Fully Paid
36 months,B2,B,10+ years,15,48.8,9.17,246.27,147391,4.55,15278,100,4,85000,7725,Fully Paid
60 months,E1,E,10+ years,15,60.5,18.25,893.54,101242,26.81,7280,100,1,70000,35000,Fully Paid
60 months,B4,B,1 year,15,82.4,10.99,434.75,151100,8.58,34083,100,1,57200,20000,Charged Off
36 months,C1,C,10+ years,15,46.1,12.05,830.96,930683,20.57,32878,100,6,135000,25000,Fully Paid
36 months,A2,A,3 years,15,61.3,6.24,305.31,34157,9.03,3103,100,2,80000,10000,Fully Paid
36 months,B2,B,4 years,15,34.2,9.17,286.92,132862,10.16,5312,100,6,42000,9000,Fully Paid
60 months,C2,C,6 years,15,84.4,12.99,363.97,29552,19.88,5407,100,4,41000,16000,Fully Paid
36 months,A1,A,3 years,15,36.2,6.03,182.62,17647,2.9,909,100,1,67000,6000,Fully Paid
36 months,A5,A,10+ years,15,26.9,7.91,719.79,467415,10.49,23822,42,8,100000,23000,Fully Paid
36 months,A1,A,< 1 year,15,36.6,5.32,421.61,90550,26.65,3259,100,0,35000,14000,Fully Paid
36 months,C5,C,10+ years,15,56.6,14.99,1005.16,105001,32.92,6913,100,7,58000,29000,Fully Paid
36 months,A1,A,2 years,15,56.8,5.32,478.83,187423,12.2,22784,100,1,99840,15900,Fully Paid
36 months,C1,C,4 years,15,76.4,12.29,200.12,18600,16.26,1776,100,4,40000,6000,Charged Off
36 months,B4,B,2 years,15,29,11.44,164.74,19050,7.44,923,100,5,80000,5000,Fully Paid
36 months,A1,A,8 years,15,58.4,5.32,542.07,335560,22.51,15386,100,6,75000,18000,Fully Paid
60 months,B3,B,9 years,15,56.8,9.99,254.91,32881,15.22,7166,100,1,28000,12000,Fully Paid
36 months,B1,B,< 1 year,15,39,8.18,345.62,79544,13.99,3485,100,5,70000,11000,Fully Paid
36 months,C1,C,1 year,15,56.1,12.29,446.1,60095,36.09,6652,100,4,41000,13375,Fully Paid
36 months,B1,B,10+ years,15,56.4,8.18,1099.69,64000,10.59,6014,100,0,130000,35000,Fully Paid
36 months,A3,A,5 years,15,66.1,6.89,462.41,67860,15.71,3200,100,3,85000,15000,Fully Paid
36 months,B4,B,< 1 year,15,38,10.99,432.09,58270,22.2,1736,100,5,40000,13200,Fully Paid
36 months,A4,A,< 1 year,15,52.2,7.26,867.9,604429,13.16,32520,100,7,200000,28000,Fully Paid
36 months,A2,A,5 years,15,35.3,6.24,763.28,238086,18.52,16827,100,9,96000,25000,Fully Paid
36 months,A2,A,1 year,15,74.1,6.24,610.62,202471,14.1,15038,100,3,100000,20000,Fully Paid
36 months,A4,A,,15,38.5,6.92,308.41,19500,10.2,1503,100,1,24116,10000,Fully Paid
36 months,B3,B,10+ years,15,93.5,9.99,322.63,109849,29.03,13491,100,3,65000,10000,Charged Off
36 months,A3,A,3 years,15,81.9,6.68,245.85,977009,4.92,84165,100,4,400000,8000,Fully Paid
36 months,A5,A,10+ years,15,59.1,7.89,469.29,210462,19.13,16496,100,6,80000,15000,Fully Paid
36 months,A5,A,10+ years,15,34.5,7.89,265.93,97951,15.13,5495,100,9,110000,8500,Fully Paid
36 months,A4,A,2 years,15,46.9,6.92,863.54,131600,8.3,5919,100,0,120000,28000,Fully Paid
36 months,B3,B,10+ years,15,60,9.99,709.78,110895,34.9,6804,100,9,65000,22000,Fully Paid
60 months,D1,D,10+ years,15,58.7,15.61,843.9,264780,23.72,11043,100,7,115000,35000,Fully Paid
36 months,C3,C,6 years,15,100.2,13.33,142.19,42718,16.19,7486,100,3,53000,4200,Fully Paid
36 months,B5,B,,15,76.4,11.53,313.41,191559,23.45,9603,100,11,74000,9500,Charged Off
60 months,C3,C,2 years,15,79.9,13.33,343.84,24900,18.48,3443,100,1,35000,15000,Charged Off
36 months,A5,A,10+ years,15,49.8,7.89,312.86,31678,9.09,1796,100,8,78000,10000,Fully Paid
36 months,B5,B,5 years,15,69.4,11.53,659.81,402137,13.16,33066,100,4,96000,20000,Fully Paid
36 months,B5,B,,15,75.1,11.53,494.86,36700,27.28,1971,100,7,35289,15000,Fully Paid
36 months,A1,A,1 year,15,9.6,6.03,292.19,184600,10.81,518,100,6,58000,9600,Fully Paid
36 months,B4,B,6 years,15,69.7,10.99,589.22,62511,21.52,4944,100,1,45000,18000,Fully Paid
36 months,A4,A,10+ years,15,80.1,6.92,431.77,21200,13.75,3398,100,2,57000,14000,Fully Paid
60 months,D4,D,10+ years,15,43.5,17.57,251.61,23705,14.47,1310,100,6,34000,10000,Charged Off
36 months,B5,B,4 years,15,98.7,11.22,289.02,96594,23.51,12932,100,1,23000,8800,Charged Off
60 months,C2,C,6 years,15,77.6,12.69,474.49,823201,23.74,39298,100,6,170000,21000,Fully Paid
36 months,A1,A,,15,18.4,5.32,301.15,203990,13.57,4971,100,4,41000,10000,Fully Paid
36 months,B2,B,1 year,15,22.1,9.17,204.03,330555,21.21,10842,100,26,48000,6400,Charged Off
36 months,A5,A,1 year,15,54.4,7.89,688.29,248152,24.94,12764,100,4,71690,22000,Fully Paid
36 months,A4,A,6 years,15,33.7,7.26,1084.87,667225,13.17,45380,100,1,114500,35000,Fully Paid
36 months,C1,C,10+ years,15,51.2,12.29,500.3,43409,18.8,1386,100,7,52000,15000,Fully Paid
60 months,B3,B,8 years,15,22.3,9.76,405.68,77721,28.92,2253,100,4,41000,19200,Fully Paid
36 months,B2,B,1 year,15,41,9.17,382.55,60724,28.92,1757,100,3,40000,12000,Fully Paid
60 months,E1,E,10+ years,15,71.4,18.54,513.77,82799,39.63,8116,100,0,40000,20000,Fully Paid
36 months,B5,B,1 year,15,84.6,11.53,214.44,30657,32.27,3252,100,3,26000,6500,Fully Paid
36 months,B2,B,2 years,15,77.3,9.49,230.61,45929,28.2,5054,100,4,38600,7200,Fully Paid
60 months,D1,D,2 years,15,88.6,15.61,578.68,172277,33.82,7930,100,6,50000,24000,Fully Paid
36 months,C3,C,10+ years,15,60.3,13.18,168.91,38944,19.14,5064,100,3,40000,5000,Fully Paid
60 months,B1,B,< 1 year,15,41.6,8.18,223.99,141221,16.56,19675,100,2,45000,11000,Late (31-120 days)
36 months,C1,C,4 years,15,85.2,12.29,400.24,182980,12.18,10999,100,1,60000,12000,Fully Paid
36 months,A4,A,< 1 year,15,42.2,7.26,774.91,78201,22.76,4942,100,3,60000,25000,Fully Paid
60 months,C1,C,10+ years,15,51.7,12.29,403.05,258051,15.48,29779,100,8,100000,18000,Charged Off
36 months,D2,D,6 years,15,91.5,15.99,562.44,103898,35.79,13185,100,4,45000,16000,Charged Off
36 months,A4,A,7 years,15,13.4,7.26,154.99,42522,9.05,616,100,9,50000,5000,Fully Paid
60 months,C5,C,10+ years,15,59.8,14.48,823.13,505050,6.53,69373,60,6,125000,35000,Fully Paid
36 months,C3,C,10+ years,15,76,13.33,507.8,323146,26.09,34530,100,4,90000,15000,Fully Paid
36 months,B3,B,10+ years,15,85.7,10.49,812.45,285988,12.91,44461,100,1,95000,25000,Fully Paid
60 months,B3,B,10+ years,15,39.9,10.49,300.85,168956,11.67,12621,100,3,90000,14000,Fully Paid
36 months,A4,A,2 years,15,48.9,7.26,278.97,473887,18.58,35609,100,5,85000,9000,Fully Paid
36 months,D3,D,10+ years,15,82.2,16.99,269.15,118600,23.5,20448,100,0,18000,7550,Fully Paid
60 months,E4,E,10+ years,15,51,19.99,615.2,196494,32.24,7248,100,7,51629,23225,Fully Paid
36 months,B1,B,< 1 year,15,50.9,8.67,1107.63,473900,27.33,22168,100,5,90000,35000,Fully Paid
36 months,B3,B,3 years,15,49.9,9.76,596.47,113349,24.77,5806,100,13,105000,18550,Charged Off
36 months,A4,A,9 years,15,36.4,7.26,185.98,399711,19.56,14608,100,9,113000,6000,Charged Off
36 months,B5,B,< 1 year,15,66.6,11.22,722.55,78700,22.54,6299,72,5,100000,22000,Fully Paid
36 months,C2,C,8 years,15,33.8,12.69,1174.07,71145,8.83,3035,100,10,185000,35000,Charged Off
